,Id,Values_code,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
2972,Agente,EPMC,1055505.22,1024150.38,1012900.27,1001811.69,1066878.17,1185044.97,1293646.62,1372654.49,1449778.41,1508539.7,1586288.44,1623805.75,1615271.33,1612445.67,1612984.18,1611863.27,1579457.75,1503956.26,1560066.22,1585648.96,1517686.07,1403908.24,1282008.31,1178956.75,2023-02-20
2973,Agente,EPMC,1110378.06,1071910.44,1054868.59,1059206.9,1122005.16,1258806.14,1338427.32,1365809.36,1426498.23,1463440.51,1529901.79,1561881.47,1554540.51,1535788.58,1511608.45,1517085.37,1510371.92,1480340.94,1545915.61,1609706.26,1528567.93,1433064.54,1288653.42,1197693.09,2023-02-21
2974,Agente,EPMC,1114768.65,1102614.32,1075384.02,1077404.62,1128309.72,1247072.96,1347224.03,1413628.79,1474609.58,1525804.22,1594566.83,1643028.96,1633760.61,1622147.52,1599019.55,1593246.36,1567433.37,1503123.63,1581389.49,1611236.5,1546368.98,1417551.07,1286359.36,1191714.54,2023-02-22
2975,Agente,EPMC,1111285.91,1063851.29,1058363.89,1055959.58,1129826.72,1253467.04,1349898.75,1419691.8,1467681.1,1507766.36,1576014.71,1637329.66,1634918.7,1637317.59,1651432.11,1685214.86,1656700.45,1594405.07,1648030.63,1664190.0,1586745.12,1469465.71,1337635.1,1244126.41,2023-02-23
2976,Agente,EPMC,1167435.8,1116682.43,1099679.23,1096911.3,1156400.37,1275053.3,1367294.05,1431453.89,1496930.85,1542321.72,1619763.78,1671932.18,1660538.48,1662706.22,1662547.81,1664076.2,1630494.01,1564098.77,1601846.4,1647468.23,1569442.44,1460676.68,1331548.04,1247620.54,2023-02-24
2977,Agente,EPMC,1176478.54,1131256.16,1102626.92,1088564.89,1124267.34,1170569.38,1224209.02,1331633.95,1434184.47,1481569.99,1551124.14,1586576.13,1582317.79,1546800.5,1501207.04,1480722.49,1464736.84,1430260.21,1501519.68,1522490.77,1453585.77,1349184.0,1222123.92,1149598.53,2023-02-25
2978,Agente,EPMC,1088074.64,1028380.88,974616.28,964209.91,957006.05,963769.51,961718.41,1006209.29,1070191.75,1141848.63,1215141.68,1258228.86,1282171.59,1277013.42,1243210.43,1228536.82,1209812.53,1199553.85,1290997.87,1335631.65,1282481.81,1226077.75,1159378.07,1101257.43,2023-02-26
2979,Agente,EPMC,1051626.85,1010882.76,994445.93,1001566.28,1099275.29,1230239.72,1314868.32,1394129.43,1489705.66,1531261.37,1606906.53,1642445.74,1644917.02,1623498.61,1633530.23,1655588.26,1626250.17,1545964.34,1609439.4,1645009.96,1571946.36,1462268.05,1313500.96,1208741.37,2023-02-27
2980,Agente,EPMC,1167580.95,1129920.39,1097216.44,1097066.62,1168484.0,1285777.93,1367921.77,1453462.56,1524213.91,1560666.75,1628127.03,1673072.32,1681392.73,1660836.11,1665284.84,1664853.49,1647898.47,1586374.76,1632972.7,1684615.67,1602764.77,1508348.17,1372809.53,1252475.68,2023-02-28
2981,Agente,EPMC,1166857.86,1126716.59,1104922.19,1096855.37,1148193.43,1271565.59,1358356.71,1426482.75,1488590.14,1532510.85,1603065.45,1657613.02,1655622.55,1642584.33,1648157.65,1653902.52,1637151.02,1564869.11,1618396.0,1643711.09,1570999.6,1465041.35,1344333.33,1239656.42,2023-03-01
2982,Agente,EPMC,1153429.43,1105205.71,1067053.74,1053406.3,1118588.8,1262851.77,1364179.17,1450181.97,1510346.15,1555321.52,1623564.5,1664922.6,1660671.3,1655429.74,1658377.37,1675703.34,1631342.08,1577582.0,1638311.24,1673902.7,1602301.7,1498733.72,1354608.57,1246068.34,2023-03-02
2983,Agente,EPMC,1177165.57,1124190.63,1111079.65,1109517.03,1164126.92,1298905.47,1369161.18,1463473.17,1518619.43,1573228.35,1645060.12,1688614.61,1660310.87,1660034.18,1650982.02,1659118.28,1646692.77,1577571.35,1623724.33,1660296.6,1592161.07,1487290.77,1365669.71,1277909.18,2023-03-03
2984,Agente,EPMC,1208889.23,1128522.12,1118248.37,1121292.9,1137491.32,1190750.22,1258223.64,1340290.97,1428193.99,1481162.75,1545852.99,1577179.5,1591875.58,1558410.89,1504718.95,1503520.93,1478864.12,1466823.94,1534262.16,1554846.7,1484304.09,1364007.9,1248625.97,1169550.7,2023-03-04
2985,Agente,EPMC,1089916.6,1038171.15,1008116.64,972555.99,967806.85,971196.88,955873.36,1005073.75,1084837.15,1155992.78,1192756.84,1228101.84,1270935.72,1251534.46,1231287.64,1218289.7,1203404.76,1194542.47,1294564.71,1333553.1,1287732.33,1222815.1,1166619.35,1117522.37,2023-03-05
2986,Agente,EPMC,1074498.49,1037741.42,1019101.0,1018182.49,1077742.82,1207050.37,1298791.84,1384146.69,1454687.79,1499018.82,1570687.61,1635562.72,1644678.03,1618023.69,1624702.55,1644622.41,1621413.92,1546130.96,1603258.37,1646368.16,1565797.2,1459286.29,1315407.88,1217316.24,2023-03-06
2987,Agente,EPMC,1148998.2,1110087.57,1069144.46,1082739.4,1142829.34,1282675.38,1365739.12,1439869.18,1494391.58,1541453.41,1614476.64,1661915.88,1661561.18,1632134.52,1591350.71,1598163.23,1583020.01,1549825.21,1605316.7,1623324.94,1537023.64,1439056.21,1301542.18,1183627.08,2023-03-07
2988,Agente,EPMC,1126262.92,1099260.8,1080705.94,1073203.01,1151276.43,1264244.37,1363012.58,1426338.43,1493777.0,1530348.02,1568228.1,1601602.43,1591741.8,1582228.47,1620488.74,1635909.9,1616106.33,1531092.01,1600913.04,1622829.3,1539580.41,1429799.63,1285862.92,1194625.56,2023-03-08
2989,Agente,EPMC,1128115.96,1070476.91,1052902.1,1053054.23,1118537.36,1252953.44,1359490.69,1425656.38,1481925.46,1506206.88,1563867.37,1616394.49,1601852.3,1559452.67,1554761.67,1581538.61,1563713.35,1532492.49,1611189.73,1630869.5,1548808.03,1424358.97,1285660.11,1194900.03,2023-03-09
2990,Agente,EPMC,1111354.85,1087953.75,1068453.9,1078784.66,1147128.86,1260699.27,1351692.36,1425555.52,1474464.07,1539082.92,1596256.41,1634318.79,1625828.2,1601497.22,1607428.6,1615157.86,1593061.75,1539503.09,1591393.31,1630323.88,1547688.92,1443644.12,1308645.86,1207582.87,2023-03-10
2991,Agente,EPMC,1130436.22,1090834.6,1067684.88,1061165.89,1112140.93,1157056.91,1230199.86,1322866.53,1411420.98,1457705.66,1506405.57,1531247.09,1540545.26,1501414.18,1469843.99,1457745.97,1432969.34,1427274.25,1499852.48,1501944.88,1421448.08,1323636.55,1227591.69,1141906.98,2023-03-11
2992,Agente,EPMC,1040730.74,985449.45,958741.42,952049.11,953367.38,956292.61,958868.06,1013453.98,1085320.79,1148438.62,1213485.15,1244984.1,1273283.69,1273991.68,1237991.11,1228462.96,1213314.18,1204503.53,1297217.38,1339003.98,1298369.24,1222949.71,1157815.67,1095106.08,2023-03-12
2993,Agente,EPMC,1038389.55,1004330.82,978136.68,992310.36,1075571.19,1205380.57,1306858.14,1368217.15,1415498.5,1458143.4,1520820.14,1567518.46,1566362.8,1544037.55,1555028.08,1565741.8,1555569.78,1508411.33,1563850.59,1602294.1,1530314.96,1409200.77,1271079.36,1164530.14,2023-03-13
2994,Agente,EPMC,1094610.88,1053313.42,1040703.5,1035024.06,1112863.99,1243369.73,1334188.06,1423668.99,1471935.19,1515355.84,1584988.86,1631929.21,1626771.67,1603004.15,1606315.14,1608478.99,1592422.71,1540972.05,1610924.16,1616804.8,1529715.22,1409187.84,1276207.95,1181754.47,2023-03-14
2995,Agente,EPMC,1108632.7,1068662.72,1052455.41,1051987.91,1118880.29,1252814.18,1345648.21,1415822.17,1482578.12,1520969.23,1572348.53,1602037.96,1596894.83,1576026.19,1568251.25,1575903.69,1564278.1,1510144.26,1578686.45,1608890.84,1522977.91,1408856.82,1265538.76,1177766.55,2023-03-15
2996,Agente,EPMC,1119163.4,1074552.81,1054024.77,1058056.69,1116438.18,1249703.67,1343572.62,1402551.6,1471214.52,1511378.24,1587815.93,1631614.69,1618295.88,1595193.87,1598278.52,1610379.85,1582332.84,1531221.26,1589434.69,1601565.89,1517833.21,1418828.47,1290267.66,1200189.96,2023-03-16
2997,Agente,EPMC,1107154.84,1070901.73,1059264.66,1057727.38,1118220.68,1255661.67,1343152.25,1415366.12,1481882.4,1519025.78,1588040.76,1622234.32,1641927.85,1606615.34,1615044.31,1621198.96,1575151.84,1522991.63,1578674.99,1591837.33,1538313.97,1420688.05,1307098.17,1213401.8,2023-03-17
2998,Agente,EPMC,1140907.94,1094319.24,1067045.48,1053391.74,1102935.76,1159904.03,1217564.84,1322509.41,1410390.15,1454570.75,1511005.29,1523395.62,1552764.68,1510725.15,1467514.08,1446870.99,1427804.5,1425345.22,1490054.13,1500610.63,1424142.95,1286548.81,1193941.81,1104715.86,2023-03-18
2999,Agente,EPMC,1034728.03,992394.63,974462.42,937327.81,930984.96,938378.71,926349.27,982054.77,1061449.68,1117218.12,1164805.52,1227910.26,1240980.77,1233709.21,1203605.84,1182005.49,1179219.33,1184133.95,1257176.42,1289735.83,1241602.96,1188312.68,1113317.49,1050253.82,2023-03-19
3000,Agente,EPMC,986586.32,949282.96,945384.35,920808.13,944634.38,979445.15,978685.86,1038460.56,1118883.86,1186787.9,1259744.92,1324564.78,1357517.8,1348157.24,1319334.67,1301728.21,1278990.48,1264092.85,1375494.82,1410920.24,1351941.07,1291141.05,1214246.56,1125820.95,2023-03-20
3001,Agente,EPMC,1068723.15,1031462.22,1028041.0,1032395.05,1095730.73,1223579.41,1306508.34,1393411.28,1458827.74,1499089.23,1578832.77,1631221.85,1635546.47,1636815.78,1650131.79,1654326.72,1622713.93,1571188.0,1631147.61,1656108.53,1587840.4,1454986.76,1309118.87,1207972.79,2023-03-21
3002,Agente,EPMC,1131023.2,1087947.82,1069457.35,1058452.54,1120684.57,1252310.42,1336570.21,1408836.66,1451948.17,1511824.75,1586459.56,1637220.27,1635503.59,1626891.9,1651838.62,1639886.2,1627394.89,1570627.37,1640617.63,1656777.02,1572100.55,1461106.64,1323701.11,1204756.31,2023-03-22
3003,Agente,EPMC,1137536.12,1104560.89,1083193.5,1087189.13,1159528.69,1294554.18,1392692.84,1455791.01,1508736.37,1522919.66,1586037.86,1644277.39,1659772.43,1625578.25,1633004.56,1634772.03,1617672.91,1565736.05,1628977.39,1662414.46,1573363.63,1465962.97,1320353.37,1216753.94,2023-03-23
3004,Agente,EPMC,1153109.94,1111673.61,1086487.04,1086559.11,1150631.52,1275581.27,1357875.34,1421739.59,1474233.38,1509733.75,1579834.82,1635205.39,1643274.07,1609912.25,1612504.33,1620229.27,1600780.97,1535322.4,1616085.27,1638779.08,1555248.52,1446820.24,1340787.56,1236369.87,2023-03-24
3005,Agente,EPMC,1162135.67,1112898.3,1084503.79,1081188.2,1105337.0,1166438.35,1213237.92,1300747.3,1393668.29,1444366.12,1504174.44,1556924.45,1568812.98,1523892.17,1480546.62,1488126.88,1460688.86,1437998.39,1510237.71,1506475.47,1449220.51,1333874.42,1238680.03,1150012.51,2023-03-25
3006,Agente,EPMC,1083256.23,1026552.25,1008545.26,982455.78,967629.19,964678.31,959458.6,1013143.37,1085345.63,1151236.47,1212034.92,1259078.3,1265488.95,1270661.78,1232290.49,1214883.14,1208128.13,1204398.14,1299892.74,1342688.49,1296973.52,1220862.5,1164967.38,1094468.37,2023-03-26
3007,Agente,EPMC,1024419.03,1006839.75,977591.82,1006108.13,1078218.04,1197736.5,1292976.9,1384095.93,1464750.7,1513512.82,1593343.59,1653017.11,1620184.2,1599900.17,1605233.23,1622110.11,1586585.11,1535730.34,1603602.49,1608729.95,1534145.52,1410928.59,1281040.41,1171596.75,2023-03-27
3008,Agente,EPMC,1101226.86,1084933.75,1057273.27,1066525.79,1130147.35,1263804.72,1342533.31,1407008.07,1459325.76,1500992.25,1572365.08,1653350.36,1651211.04,1632468.5,1640578.84,1649776.94,1606313.47,1543181.18,1618842.78,1627811.75,1560270.75,1436726.33,1300666.15,1196929.41,2023-03-28
3009,Agente,EPMC,1109198.31,1086470.66,1065055.67,1058375.29,1131143.96,1266783.18,1362607.71,1424795.9,1493411.33,1525638.17,1582335.04,1654075.89,1630382.94,1608666.11,1636623.98,1614785.27,1588939.77,1554010.42,1624123.88,1637491.85,1557037.32,1442726.23,1308193.6,1208988.13,2023-03-29
3010,Agente,EPMC,1138616.46,1086118.13,1060012.35,1088980.37,1150814.06,1253413.4,1337547.43,1414270.69,1475602.88,1521874.81,1585189.35,1614280.63,1630222.64,1631770.54,1642650.1,1660352.66,1625100.57,1573623.24,1646500.26,1668561.77,1591114.45,1474939.83,1327892.64,1233001.06,2023-03-30
3011,Agente,EPMC,1159388.33,1106947.44,1090441.13,1084460.88,1132097.97,1227962.79,1300585.24,1398410.67,1457296.21,1513414.74,1581042.0,1636220.79,1625431.97,1608204.15,1622090.21,1642573.4,1603065.84,1532609.11,1588528.93,1616002.97,1557515.86,1452214.22,1329552.72,1214637.28,2023-03-31
3012,Agente,EPMC,1156993.27,1096539.2,1084973.14,1078564.65,1092022.99,1167191.21,1218681.6,1322577.68,1413860.41,1475029.4,1516432.21,1548613.79,1551891.36,1516387.87,1488510.79,1478054.05,1462544.7,1434430.98,1500740.9,1506266.24,1443827.93,1345230.17,1223958.74,1137910.67,2023-04-01
3013,Agente,EPMC,1068195.31,1017444.72,982896.59,966315.98,954145.13,977253.72,974055.81,1051727.18,1120062.2,1180247.03,1227177.72,1254417.13,1267504.38,1267072.72,1244481.6,1243064.75,1225626.62,1218046.87,1306193.83,1342177.14,1304906.36,1248411.26,1177822.42,1121649.2,2023-04-02
3014,Agente,EPMC,1062078.88,1024913.84,998051.4,1012903.54,1066243.03,1137558.17,1225747.62,1355517.43,1437380.65,1491014.78,1564777.66,1615560.97,1640525.04,1626785.95,1608948.95,1622099.65,1589461.51,1526252.67,1579322.9,1605377.47,1546353.33,1456026.28,1316312.83,1204203.0,2023-04-03
3015,Agente,EPMC,1136848.49,1102910.6,1076398.04,1074814.57,1129648.09,1193836.87,1285130.82,1402124.26,1477254.86,1528050.17,1576804.84,1633316.87,1649926.34,1634088.23,1633064.08,1641612.11,1612123.38,1527862.44,1593428.02,1583801.02,1529793.19,1404676.05,1286789.54,1191441.77,2023-04-04
3016,Agente,EPMC,1126118.96,1105497.42,1082215.27,1079501.68,1128227.9,1181042.34,1246202.96,1343456.3,1437617.02,1498509.63,1565935.23,1629223.15,1617556.5,1605409.22,1589546.7,1581639.34,1536326.52,1483919.45,1540699.49,1539274.37,1462529.89,1364552.64,1249318.05,1153910.34,2023-04-05
3017,Agente,EPMC,1066869.75,1018354.42,994951.32,962374.13,970797.19,988372.05,963706.44,1028064.77,1081322.94,1131542.35,1164995.05,1217956.26,1252415.1,1237916.73,1207318.42,1188310.55,1164580.8,1153546.4,1238094.56,1241995.02,1175330.4,1096161.88,1052684.42,985463.5,2023-04-06
3018,Agente,EPMC,931153.25,878680.26,846748.84,830642.97,838471.41,858504.99,845376.78,909447.81,982274.2,1031490.61,1053564.64,1097172.25,1139473.3,1131572.4,1108672.18,1086763.65,1065256.38,1077577.03,1181683.81,1199902.29,1139653.32,1078989.75,1031593.39,971882.96,2023-04-07
3019,Agente,EPMC,921107.25,886505.34,864671.49,856075.6,879268.33,921206.55,947574.79,1025436.25,1110003.47,1189549.22,1250530.15,1300225.92,1324466.29,1312081.91,1290926.91,1285351.89,1281067.12,1265810.13,1337799.74,1355544.5,1289331.24,1222244.21,1150593.85,1069946.21,2023-04-08
3020,Agente,EPMC,1000203.68,954154.06,932831.2,920814.51,915931.36,935744.17,929742.21,985321.69,1064351.21,1154090.78,1207040.07,1248287.49,1270412.05,1267462.9,1245875.95,1240619.14,1214518.43,1201870.73,1296547.04,1347944.53,1291490.49,1242417.56,1181238.58,1101244.73,2023-04-09
3021,Agente,EPMC,1042742.81,1003984.42,985786.53,995525.6,1060114.37,1187492.03,1282864.09,1381074.5,1465573.56,1522305.75,1581831.37,1647816.96,1637490.59,1611573.27,1609347.03,1617439.46,1601255.02,1538558.43,1625878.52,1633546.94,1567900.1,1435019.98,1319180.33,1219005.9,2023-04-10
3022,Agente,EPMC,1143701.63,1100815.63,1080515.72,1083140.02,1150870.59,1280899.79,1367982.38,1447026.95,1509505.97,1555384.7,1607259.96,1660438.07,1672656.75,1646667.78,1637730.29,1648246.85,1627517.53,1580298.55,1631728.48,1667727.78,1590563.32,1469216.13,1305666.04,1207109.92,2023-04-11
3023,Agente,EPMC,1131386.98,1115068.63,1088078.36,1094576.75,1158261.49,1275816.79,1376177.13,1440989.63,1512749.09,1565235.81,1620754.51,1670324.73,1675456.56,1665220.34,1660142.74,1663599.65,1630269.43,1593721.2,1642769.34,1661406.95,1604122.67,1480700.52,1355512.8,1250329.59,2023-04-12
3024,Agente,EPMC,1169329.58,1132130.16,1107826.97,1110907.39,1183879.38,1301834.99,1389280.11,1476309.59,1530862.94,1576868.9,1655367.61,1704539.17,1701982.68,1673029.89,1679778.27,1693140.1,1659234.9,1597670.94,1655463.41,1655524.83,1595421.99,1479858.96,1344494.52,1252504.63,2023-04-13
3025,Agente,EPMC,1166700.25,1139228.09,1122296.46,1114353.76,1180845.31,1310681.02,1383640.45,1456937.63,1531932.25,1581299.97,1645116.85,1678221.54,1669564.16,1661289.13,1649637.92,1655380.62,1626120.31,1584729.15,1643307.62,1637364.1,1569956.0,1477919.2,1374238.16,1261983.69,2023-04-14
3026,Agente,EPMC,1188558.95,1138799.64,1108010.35,1086601.55,1129131.88,1183985.21,1251956.42,1351267.13,1441369.94,1509909.5,1572094.42,1600557.35,1601076.94,1579463.82,1521759.67,1499624.06,1479430.11,1466780.66,1536335.06,1545941.69,1470974.01,1358891.11,1246740.81,1164048.07,2023-04-15
3027,Agente,EPMC,1088755.99,1046359.2,998871.7,950210.68,944802.93,949130.05,946523.71,1001811.19,1080957.05,1152658.3,1189621.86,1247739.31,1276948.12,1256808.67,1224853.02,1213715.12,1191553.48,1212359.69,1291527.11,1307624.63,1256952.61,1187396.22,1131979.39,1054592.93,2023-04-16
3028,Agente,EPMC,1022774.38,997258.54,984433.89,990696.73,1052240.16,1170482.06,1272613.6,1361491.54,1417354.61,1476624.85,1554990.74,1605507.46,1604910.49,1595631.96,1589187.61,1596902.1,1573226.28,1518596.77,1584744.49,1599414.92,1529131.55,1422950.98,1285953.39,1186775.97,2023-04-17
3029,Agente,EPMC,1126480.14,1084093.54,1056678.22,1052135.15,1121024.05,1248074.54,1325709.22,1421451.97,1467494.1,1512458.7,1583622.17,1616374.35,1629459.15,1636827.63,1643030.19,1638744.74,1617874.15,1556732.88,1612158.75,1645553.53,1566089.97,1443838.01,1309630.42,1207320.12,2023-04-18
3030,Agente,EPMC,1129828.37,1086073.33,1069303.94,1068879.15,1129789.53,1257767.06,1346712.1,1437887.09,1491524.09,1518639.47,1583594.02,1640802.71,1627668.86,1634943.35,1632680.79,1665733.31,1637615.27,1579893.0,1656715.46,1652509.08,1595529.03,1465006.9,1334303.61,1229961.54,2023-04-19
3031,Agente,EPMC,1149755.92,1131988.7,1108052.23,1108779.41,1171115.65,1309725.48,1390954.97,1458195.93,1523121.87,1556383.08,1588989.21,1664760.53,1650008.49,1630737.37,1624695.45,1634286.62,1601506.43,1540003.82,1625667.81,1639707.05,1570693.98,1454277.45,1320570.88,1209769.74,2023-04-20
3032,Agente,EPMC,1128469.46,1080655.33,1057543.52,1069852.96,1139025.42,1266760.34,1352540.64,1410013.54,1466405.87,1509281.86,1578946.65,1626666.21,1615589.99,1619846.23,1606631.12,1616553.4,1582249.09,1530333.74,1586741.36,1586290.02,1507830.62,1418723.58,1316803.92,1215815.82,2023-04-21
3033,Agente,EPMC,1144051.95,1101581.7,1076939.93,1063022.85,1093653.72,1153676.04,1213337.57,1319415.44,1391893.81,1462127.48,1529565.24,1563441.35,1555676.96,1539024.53,1474732.31,1481055.01,1453977.41,1439759.49,1518672.12,1515823.8,1440002.02,1318168.81,1210264.59,1130440.05,2023-04-22
3034,Agente,EPMC,1059989.04,1019017.9,967600.94,933531.62,933961.5,935246.93,933788.0,1001778.95,1079557.83,1143401.43,1204509.99,1257496.13,1282028.4,1269074.06,1240089.72,1218850.56,1204452.4,1192678.21,1289599.57,1317439.68,1271153.57,1208985.58,1148553.23,1089047.93,2023-04-23
3035,Agente,EPMC,1033604.16,1011258.36,1001845.94,1011212.42,1079410.92,1188959.4,1288164.25,1394350.51,1482655.14,1516808.1,1580832.49,1639953.33,1635559.56,1620724.21,1632478.65,1635203.38,1611975.91,1545150.75,1599829.23,1634564.37,1554002.71,1440576.9,1314255.53,1214109.23,2023-04-24
3036,Agente,EPMC,1141647.86,1129610.66,1100689.0,1103576.67,1156942.81,1283983.77,1372113.6,1440153.67,1516683.25,1572296.67,1643306.59,1680892.71,1687859.49,1672862.06,1664308.06,1654026.47,1622020.76,1581754.67,1640237.36,1659508.77,1597516.42,1461220.74,1339010.66,1226136.95,2023-04-25
3037,Agente,EPMC,1140568.57,1110432.9,1087167.68,1104029.14,1162959.49,1278622.45,1373327.42,1459808.9,1530498.85,1580667.16,1646746.28,1710225.58,1702091.42,1681480.49,1690415.86,1680780.42,1631444.46,1576619.21,1644727.83,1654274.65,1582252.4,1456692.25,1328197.77,1221830.96,2023-04-26
3038,Agente,EPMC,1148657.97,1113412.79,1106159.08,1099402.43,1165841.7,1287624.89,1362287.5,1437722.81,1506750.85,1559767.14,1642322.55,1680155.28,1675934.2,1652490.26,1677173.42,1692545.48,1656269.96,1606706.07,1662242.25,1667216.5,1595593.6,1477368.1,1347040.02,1256741.19,2023-04-27
3039,Agente,EPMC,1196324.73,1132546.78,1114590.87,1119784.5,1182172.87,1282460.88,1359298.63,1453123.37,1508560.12,1543663.71,1613745.47,1681079.9,1686356.31,1668281.57,1674519.3,1672699.85,1658638.73,1599741.43,1646991.24,1648830.27,1598343.79,1489903.8,1359609.65,1269530.88,2023-04-28
3040,Agente,EPMC,1181362.8,1146622.01,1115045.21,1107132.62,1145285.22,1185692.45,1258659.07,1362850.99,1450379.46,1513778.66,1571387.58,1599472.71,1592910.95,1551804.91,1515913.24,1509320.88,1486389.55,1458955.62,1529735.85,1552594.7,1469671.88,1361944.51,1249885.22,1158795.52,2023-04-29
3041,Agente,EPMC,1102406.25,1057852.41,1022434.14,989578.5,995679.99,993613.63,991649.34,1051023.31,1122474.84,1186243.6,1231866.87,1270124.58,1294261.45,1280944.18,1247258.42,1214429.36,1192109.64,1178608.04,1294102.77,1321636.16,1271462.97,1204949.94,1130829.57,1055574.63,2023-04-30
3042,Agente,EPMC,997854.18,962752.65,928527.83,912776.57,921415.54,935345.08,927018.3,991257.11,1066706.17,1156184.35,1230081.83,1289563.91,1320054.8,1304384.19,1275376.56,1254990.22,1240888.87,1226959.46,1326487.95,1385123.27,1345549.04,1271401.58,1191735.38,1119319.18,2023-05-01
3043,Agente,EPMC,1065360.1,1042576.48,1017038.19,1031706.3,1091889.15,1220137.41,1309232.99,1419286.59,1490204.2,1543175.54,1612639.94,1654077.79,1654917.71,1654666.82,1658726.87,1685574.26,1640656.44,1583637.66,1654495.68,1667169.9,1601512.47,1488371.74,1354678.43,1259302.71,2023-05-02
3044,Agente,EPMC,1176342.34,1135479.73,1113670.8,1119843.62,1172047.48,1286147.08,1382969.33,1466878.78,1525333.56,1592449.38,1655624.91,1709902.3,1709281.91,1700168.53,1709798.83,1714337.16,1692602.32,1630546.08,1690849.13,1706545.46,1645357.62,1532227.42,1394369.59,1289421.32,2023-05-03
3045,Agente,EPMC,1195123.29,1148672.57,1114983.09,1115021.32,1173395.9,1296013.96,1401406.19,1495684.82,1567581.94,1608519.18,1667958.34,1713499.15,1719893.79,1691250.72,1686144.32,1714466.68,1667759.21,1589675.03,1657634.2,1683049.15,1631033.92,1510357.9,1388297.41,1288927.08,2023-05-04
3046,Agente,EPMC,1209677.54,1163497.93,1149895.92,1156097.88,1196101.94,1311293.93,1407907.68,1515565.23,1582067.38,1626804.92,1697024.7,1736647.01,1724874.75,1696391.94,1713218.19,1730975.96,1699549.65,1637579.81,1673072.93,1697835.67,1616035.85,1530139.16,1420573.41,1307366.75,2023-05-05
3047,Agente,EPMC,1210129.37,1154200.35,1140380.71,1135932.65,1171601.51,1212474.65,1274056.14,1396108.84,1490186.92,1546784.38,1610754.22,1658978.96,1648856.79,1596163.09,1566475.44,1536415.65,1511723.24,1489846.4,1579371.2,1580088.44,1501942.93,1403813.99,1289966.61,1201551.6,2023-05-06
3048,Agente,EPMC,1144324.75,1085692.96,1035738.11,1014829.3,999833.43,989138.29,980983.44,1047116.89,1120609.92,1191202.83,1243265.48,1294918.99,1319825.25,1312164.04,1278440.07,1263352.21,1249266.57,1235983.08,1333097.5,1377567.58,1340127.81,1281884.63,1216375.02,1131868.36,2023-05-07
3049,Agente,EPMC,1068987.35,1040080.66,1018954.34,1016903.46,1077265.2,1192412.2,1293429.43,1414478.04,1491447.2,1553471.69,1633318.81,1689485.0,1694365.72,1670962.14,1685731.9,1684760.47,1649799.2,1570221.08,1624193.1,1649005.93,1589502.21,1482653.35,1356513.6,1260479.65,2023-05-08
3050,Agente,EPMC,1171141.36,1135196.95,1095118.76,1112927.25,1174788.69,1285141.65,1372625.92,1476577.21,1548568.96,1600799.19,1663652.45,1706822.62,1727555.98,1704740.15,1719516.07,1711263.31,1672324.01,1633063.29,1687183.15,1707353.92,1621424.2,1514488.02,1377612.43,1253839.35,2023-05-09
3051,Agente,EPMC,1188813.87,1149429.1,1117500.26,1118744.42,1179898.17,1293391.14,1375130.03,1470413.17,1552581.87,1590990.58,1645923.28,1673284.81,1669747.22,1644431.87,1646945.46,1650722.3,1632367.91,1565341.93,1650757.34,1665534.95,1596656.5,1483067.55,1361075.88,1262090.92,2023-05-10
3052,Agente,EPMC,1159763.86,1120344.25,1106214.03,1109963.2,1159717.29,1275506.26,1381580.07,1475692.34,1551543.29,1587289.66,1670015.61,1715686.62,1717183.91,1699201.78,1712666.7,1719517.07,1677940.1,1636349.81,1663336.93,1668051.63,1598447.09,1470711.33,1348860.08,1252750.98,2023-05-11
3053,Agente,EPMC,1179258.72,1131345.12,1122339.49,1123594.0,1180857.92,1297157.03,1388952.46,1473138.85,1554891.28,1595771.42,1657518.88,1698081.82,1704870.62,1687401.51,1692000.41,1702725.8,1659288.33,1598142.44,1655779.53,1656526.49,1588586.97,1486654.11,1367697.75,1263968.19,2023-05-12
3054,Agente,EPMC,1191389.34,1150381.8,1107076.47,1112098.24,1144972.91,1193224.76,1257938.62,1355302.66,1460419.41,1520152.93,1593195.75,1625244.7,1613206.75,1591810.7,1544385.82,1517827.47,1511096.56,1498423.42,1566110.39,1556465.96,1499703.94,1387736.68,1263694.73,1184494.32,2023-05-13
3055,Agente,EPMC,1105491.59,1060800.13,1037167.24,1000283.44,1002314.4,1000376.46,985115.15,1058665.3,1143117.72,1210243.66,1262533.82,1294129.8,1291982.97,1265588.65,1230716.49,1212718.35,1198736.87,1208098.85,1300814.75,1316738.31,1288179.98,1239296.34,1204677.73,1143624.09,2023-05-14
3056,Agente,EPMC,1084855.16,1050011.62,1032663.12,1026172.07,1078678.41,1186495.12,1293539.37,1405553.53,1487578.67,1547648.84,1608536.56,1639287.77,1642025.03,1624151.51,1626452.34,1637016.38,1612665.45,1546949.21,1620231.08,1635327.81,1557590.51,1444347.69,1301198.68,1222368.35,2023-05-15
